record_id,product_name,brand_name,brand_confidence,product_type,vendor,price_usd,commission_type,commission_pct,commission_flat_usd,net_earnings_per_sale_usd,cart_conversion_pct,cancellation_rate_pct,promotion_status,promotable_now,product_age_days,online_since_iso,derived_niche,risk_flags,source_page,parse_flags
1131,"""Earn 80% Commission Promoting The Complete Gut Health Reset After 40!""","""Earn 80% Commission Promoting The Complete Gut Health Reset After 40!""",LOW,E-books,Fitlifesolutions,37.0,percent,80.0,UNKNOWN,29.6,UNKNOWN,UNKNOWN,Promote now,YES,22.0,2026-08-02,health-supplement,SUPPLEMENT|MAKE_MONEY,12,
1132,"""Earn 80% Commission Promoting Online Course Empire Mastery Guide!""","""Earn 80% Commission Promoting Online Course Empire Mastery Guide!""",LOW,E-books,Fitlifesolutions,37.0,percent,80.0,UNKNOWN,29.6,UNKNOWN,UNKNOWN,Promote now,YES,22.0,2026-08-02,survival-preparedness,MAKE_MONEY|SURVIVAL_FEAR,12,
1133,"""Earn 80% Commission Promoting Dropshipping Domination on a Budget!""","""Earn 80% Commission Promoting Dropshipping Domination on a Budget!""",LOW,E-books,Fitlifesolutions,37.0,percent,80.0,UNKNOWN,29.6,UNKNOWN,UNKNOWN,Promote now,YES,22.0,2026-08-02,make-money-online,MAKE_MONEY,12,
1134,"""Earn 80% Commission Promoting AI Freelancing Goldmine for Beginners!""","""Earn 80% Commission Promoting AI Freelancing Goldmine for Beginners!""",LOW,E-books,Fitlifesolutions,37.0,percent,80.0,UNKNOWN,29.6,UNKNOWN,UNKNOWN,Promote now,YES,22.0,2026-08-02,make-money-online,MAKE_MONEY,12,
1135,"""Earn 80% Commission Promoting Sleep Better Tonight After 40!""","""Earn 80% Commission Promoting Sleep Better Tonight After 40!""",LOW,E-books,Fitlifesolutions,37.0,percent,80.0,UNKNOWN,29.6,UNKNOWN,UNKNOWN,Promote now,YES,22.0,2026-08-02,mental-wellbeing,MAKE_MONEY,12,
1136,"""Earn 80% Commission Promoting AI Copywriting Business in 30 Days!""","""Earn 80% Commission Promoting AI Copywriting Business in 30 Days!""",LOW,E-books,Fitlifesolutions,37.0,percent,80.0,UNKNOWN,29.6,UNKNOWN,UNKNOWN,Promote now,YES,22.0,2026-08-02,ai-software,MAKE_MONEY,12,
1137,"""Earn 80% Commission Promoting Prompt Engineering for Profit From Scratch!""","""Earn 80% Commission Promoting Prompt Engineering for Profit From Scratch!""",LOW,E-books,Fitlifesolutions,37.0,percent,80.0,UNKNOWN,29.6,UNKNOWN,UNKNOWN,Promote now,YES,22.0,2026-08-02,ai-software,FINANCIAL|MAKE_MONEY,12,
1138,"""Earn 80% Commission Promoting AI Recipe and Meal Planning Guide After 40!""","""Earn 80% Commission Promoting AI Recipe and Meal Planning Guide After 40!""",LOW,E-books,Fitlifesolutions,37.0,percent,80.0,UNKNOWN,29.6,UNKNOWN,UNKNOWN,Promote now,YES,22.0,2026-08-02,ai-software,MAKE_MONEY,12,
1139,"""Earn 80% Commission Promoting The Hormone Balance Blueprint on a Budget!""","""Earn 80% Commission Promoting The Hormone Balance Blueprint on a Budget!""",LOW,E-books,Fitlifesolutions,37.0,percent,80.0,UNKNOWN,29.6,UNKNOWN,UNKNOWN,Promote now,YES,22.0,2026-08-02,health-supplement,SUPPLEMENT|MAKE_MONEY,12,
1140,"""Earn 80% Commission Promoting The Digital Marketing Guide!""","""Earn 80% Commission Promoting The Digital Marketing Guide!""",LOW,E-books,Fitlifesolutions,37.0,percent,80.0,UNKNOWN,29.6,UNKNOWN,UNKNOWN,Promote now,YES,22.0,2026-08-02,other,MAKE_MONEY,12,
1141,"""Earn 80% Commission Promoting Stress and Anxiety Freedom Without Experience!""","""Earn 80% Commission Promoting Stress and Anxiety Freedom Without Experience!""",LOW,E-books,Fitlifesolutions,37.0,percent,80.0,UNKNOWN,29.6,UNKNOWN,UNKNOWN,Promote now,YES,22.0,2026-08-02,mental-wellbeing,MAKE_MONEY,12,
1142,"""Earn 80% Commission Promoting AI Design and Art Business After 40 Page 1!""","""Earn 80% Commission Promoting AI Design and Art Business After 40 Page 1!""",LOW,E-books,Fitlifesolutions,37.0,percent,80.0,UNKNOWN,29.6,UNKNOWN,UNKNOWN,Promote now,YES,22.0,2026-08-02,ai-software,MAKE_MONEY,12,
1143,"""Earn 80% Commission Promoting The Complete Gut Health Reset Fast Page 1!""","""Earn 80% Commission Promoting The Complete Gut Health Reset Fast Page 1!""",LOW,E-books,Fitlifesolutions,37.0,percent,80.0,UNKNOWN,29.6,UNKNOWN,UNKNOWN,Promote now,YES,22.0,2026-08-02,health-supplement,SUPPLEMENT|MAKE_MONEY,12,
1144,"""Earn 80% Commission Promoting The Busy Person's Blueprint to Natural Weight Loss!""","""Earn 80% Commission Promoting The Busy Person's Blueprint to Natural Weight Loss!""",LOW,E-books,Fitlifesolutions,37.0,percent,80.0,UNKNOWN,29.6,UNKNOWN,UNKNOWN,Promote now,YES,22.0,2026-08-02,weight-loss,MEDICAL|MAKE_MONEY,12,
1145,"""Earn 80% Commission Promoting The Freelancer Fast Track for Busy People!""","""Earn 80% Commission Promoting The Freelancer Fast Track for Busy People!""",LOW,E-books,Fitlifesolutions,37.0,percent,80.0,UNKNOWN,29.6,UNKNOWN,UNKNOWN,Promote now,YES,22.0,2026-08-02,make-money-online,MAKE_MONEY,12,
1146,"""Earn 80% Commission Promoting The Metabolism Reset Plan Mastery Guide!""","""Earn 80% Commission Promoting The Metabolism Reset Plan Mastery Guide!""",LOW,E-books,Fitlifesolutions,37.0,percent,80.0,UNKNOWN,29.6,UNKNOWN,UNKNOWN,Promote now,YES,22.0,2026-08-02,other,MEDICAL|MAKE_MONEY,12,
1147,"""Earn 80% Commission Promoting Online Course Empire Without Experience!""","""Earn 80% Commission Promoting Online Course Empire Without Experience!""",LOW,E-books,Fitlifesolutions,37.0,percent,80.0,UNKNOWN,29.6,UNKNOWN,UNKNOWN,Promote now,YES,22.0,2026-08-02,survival-preparedness,MAKE_MONEY|SURVIVAL_FEAR,12,
1148,"""Earn 80% Commission Promoting The AI Business Blueprint in 30 Days!""","""Earn 80% Commission Promoting The AI Business Blueprint in 30 Days!""",LOW,E-books,Fitlifesolutions,37.0,percent,80.0,UNKNOWN,29.6,UNKNOWN,UNKNOWN,Promote now,YES,22.0,2026-08-02,ai-software,MAKE_MONEY,12,
1149,"""Earn 80% Commission Promoting Blood Sugar Balance Blueprint Mastery Guide!""","""Earn 80% Commission Promoting Blood Sugar Balance Blueprint Mastery Guide!""",LOW,E-books,Fitlifesolutions,37.0,percent,80.0,UNKNOWN,29.6,UNKNOWN,UNKNOWN,Promote now,YES,22.0,2026-08-02,health-supplement,SUPPLEMENT|MEDICAL|MAKE_MONEY,12,
1150,"""Earn 80% Commission Promoting Athletic Recovery Guide in 30 Days!""","""Earn 80% Commission Promoting Athletic Recovery Guide in 30 Days!""",LOW,E-books,Fitlifesolutions,37.0,percent,80.0,UNKNOWN,29.6,UNKNOWN,UNKNOWN,Promote now,YES,22.0,2026-08-02,other,MAKE_MONEY,12,
1151,"""Earn 80% Commission Promoting The Ultimate Guide to Weight Loss!""","""Earn 80% Commission Promoting The Ultimate Guide to Weight Loss!""",LOW,E-books,Fitlifesolutions,37.0,percent,80.0,UNKNOWN,29.6,UNKNOWN,UNKNOWN,Promote now,YES,22.0,2026-08-02,weight-loss,MEDICAL|MAKE_MONEY,12,
1152,"""Earn 80% Commission Promoting Event Planning Business Guide From Scratch!""","""Earn 80% Commission Promoting Event Planning Business Guide From Scratch!""",LOW,E-books,Fitlifesolutions,37.0,percent,80.0,UNKNOWN,29.6,UNKNOWN,UNKNOWN,Promote now,YES,22.0,2026-08-02,other,MAKE_MONEY,12,
1153,"""Earn 80% Commission Promoting AI Side Hustles Simplified!""","""Earn 80% Commission Promoting AI Side Hustles Simplified!""",LOW,E-books,Fitlifesolutions,37.0,percent,80.0,UNKNOWN,29.6,UNKNOWN,UNKNOWN,Promote now,YES,22.0,2026-08-02,make-money-online,MAKE_MONEY,12,
1154,"""Earn 80% Commission Promoting AI-Powered PrintOnDemand Planner Business!""","""Earn 80% Commission Promoting AI-Powered PrintOnDemand Planner Business!""",LOW,E-books,Fitlifesolutions,37.0,percent,80.0,UNKNOWN,29.6,UNKNOWN,UNKNOWN,Promote now,YES,22.0,2026-08-02,ai-software,MAKE_MONEY,12,
1155,"""Earn 80% Commission Promoting Blood Sugar Balance Blueprint in 30 Days!""","""Earn 80% Commission Promoting Blood Sugar Balance Blueprint in 30 Days!""",LOW,E-books,Fitlifesolutions,37.0,percent,80.0,UNKNOWN,29.6,UNKNOWN,UNKNOWN,Promote now,YES,22.0,2026-08-02,health-supplement,SUPPLEMENT|MEDICAL|MAKE_MONEY,12,
1156,"""Earn 80% Commission Promoting Prompt Engineering for Profit Mastery Guide!""","""Earn 80% Commission Promoting Prompt Engineering for Profit Mastery Guide!""",LOW,E-books,Fitlifesolutions,37.0,percent,80.0,UNKNOWN,29.6,UNKNOWN,UNKNOWN,Promote now,YES,22.0,2026-08-02,ai-software,FINANCIAL|MAKE_MONEY,12,
1157,"""Earn 80% Commission Promoting TikTok Money Blueprint 2026!""","""Earn 80% Commission Promoting TikTok Money Blueprint 2026!""",LOW,E-books,Fitlifesolutions,37.0,percent,80.0,UNKNOWN,29.6,UNKNOWN,UNKNOWN,Promote now,YES,22.0,2026-08-02,other,MAKE_MONEY,12,
1158,"""Earn 80% Commission Promoting Social Media Business Blueprint Without Experience!""","""Earn 80% Commission Promoting Social Media Business Blueprint Without Experience!""",LOW,E-books,Fitlifesolutions,37.0,percent,80.0,UNKNOWN,29.6,UNKNOWN,UNKNOWN,Promote now,YES,22.0,2026-08-02,other,MAKE_MONEY,12,
1159,"""Earn 80% Commission Promoting Stress and Anxiety Freedom Mastery Guide!""","""Earn 80% Commission Promoting Stress and Anxiety Freedom Mastery Guide!""",LOW,E-books,Fitlifesolutions,37.0,percent,80.0,UNKNOWN,29.6,UNKNOWN,UNKNOWN,Promote now,YES,22.0,2026-08-02,mental-wellbeing,MAKE_MONEY,12,
1160,"""Earn 80% Commission Promoting AI-Powered Fitness Revolution Transform Your Body with Personalized...!""","""Earn 80% Commission Promoting AI-Powered Fitness Revolution Transform Your Body with Personalized...!""",LOW,E-books,Fitlifesolutions,37.0,percent,80.0,UNKNOWN,29.6,UNKNOWN,UNKNOWN,Promote now,YES,22.0,2026-08-02,fitness,MAKE_MONEY,12,
1161,"""Earn 80% Commission Promoting AI Copywriting Business After 40!""","""Earn 80% Commission Promoting AI Copywriting Business After 40!""",LOW,E-books,Fitlifesolutions,37.0,percent,80.0,UNKNOWN,29.6,UNKNOWN,UNKNOWN,Promote now,YES,22.0,2026-08-02,ai-software,MAKE_MONEY,12,
1162,"""Earn 80% Commission Promoting Build and Sell AI Tools After 40!""","""Earn 80% Commission Promoting Build and Sell AI Tools After 40!""",LOW,E-books,Fitlifesolutions,37.0,percent,80.0,UNKNOWN,29.6,UNKNOWN,UNKNOWN,Promote now,YES,22.0,2026-08-02,ai-software,MAKE_MONEY,12,
1163,"""Earn 80% Commission Promoting AI Design and Art Business Mastery Guide!""","""Earn 80% Commission Promoting AI Design and Art Business Mastery Guide!""",LOW,E-books,Fitlifesolutions,37.0,percent,80.0,UNKNOWN,29.6,UNKNOWN,UNKNOWN,Promote now,YES,22.0,2026-08-02,ai-software,MAKE_MONEY,12,
1164,"""Earn 80% Commission Promoting Online Course Empire in 30 Days!""","""Earn 80% Commission Promoting Online Course Empire in 30 Days!""",LOW,E-books,Fitlifesolutions,37.0,percent,80.0,UNKNOWN,29.6,UNKNOWN,UNKNOWN,Promote now,YES,22.0,2026-08-02,survival-preparedness,MAKE_MONEY|SURVIVAL_FEAR,12,
1165,"""Earn 80% Commission Promoting Heart Health Mastery on a Budget!""","""Earn 80% Commission Promoting Heart Health Mastery on a Budget!""",LOW,E-books,Fitlifesolutions,37.0,percent,80.0,UNKNOWN,29.6,UNKNOWN,UNKNOWN,Promote now,YES,22.0,2026-08-02,other,MAKE_MONEY,12,
1166,"""Earn 80% Commission Promoting The Body Transformation Blueprint Mastery Guide!""","""Earn 80% Commission Promoting The Body Transformation Blueprint Mastery Guide!""",LOW,E-books,Fitlifesolutions,37.0,percent,80.0,UNKNOWN,29.6,UNKNOWN,UNKNOWN,Promote now,YES,22.0,2026-08-02,other,MAKE_MONEY,12,
1167,"""Earn 80% Commission Promoting Stress and Anxiety Freedom for Busy People!""","""Earn 80% Commission Promoting Stress and Anxiety Freedom for Busy People!""",LOW,E-books,Fitlifesolutions,37.0,percent,80.0,UNKNOWN,29.6,UNKNOWN,UNKNOWN,Promote now,YES,22.0,2026-08-02,mental-wellbeing,MAKE_MONEY,12,
1168,"""Earn 80% Commission Promoting The AI Business Blueprint Without Experience!""","""Earn 80% Commission Promoting The AI Business Blueprint Without Experience!""",LOW,E-books,Fitlifesolutions,37.0,percent,80.0,UNKNOWN,29.6,UNKNOWN,UNKNOWN,Promote now,YES,22.0,2026-08-02,ai-software,MAKE_MONEY,12,
1169,"""Earn 80% Commission Promoting AI Side Hustle Launchpad!""","""Earn 80% Commission Promoting AI Side Hustle Launchpad!""",LOW,E-books,Fitlifesolutions,37.0,percent,80.0,UNKNOWN,29.6,UNKNOWN,UNKNOWN,Promote now,YES,22.0,2026-08-02,make-money-online,MAKE_MONEY,12,
1170,"""Earn 80% Commission Promoting Online Course Empire After 40!""","""Earn 80% Commission Promoting Online Course Empire After 40!""",LOW,E-books,Fitlifesolutions,37.0,percent,80.0,UNKNOWN,29.6,UNKNOWN,UNKNOWN,Promote now,YES,22.0,2026-08-02,survival-preparedness,MAKE_MONEY|SURVIVAL_FEAR,12,
1171,"""Earn 80% Commission Promoting The Online Business Blueprint After 40!""","""Earn 80% Commission Promoting The Online Business Blueprint After 40!""",LOW,E-books,Fitlifesolutions,37.0,percent,80.0,UNKNOWN,29.6,UNKNOWN,UNKNOWN,Promote now,YES,22.0,2026-08-02,make-money-online,MAKE_MONEY,12,
1172,"""Earn 80% Commission Promoting The Online Business Blueprint!""","""Earn 80% Commission Promoting The Online Business Blueprint!""",LOW,E-books,Fitlifesolutions,37.0,percent,80.0,UNKNOWN,29.6,UNKNOWN,UNKNOWN,Promote now,YES,22.0,2026-08-02,make-money-online,MAKE_MONEY,12,
1173,"""Earn 80% Commission Promoting AI-Powered MicroTask Empire!""","""Earn 80% Commission Promoting AI-Powered MicroTask Empire!""",LOW,E-books,Fitlifesolutions,37.0,percent,80.0,UNKNOWN,29.6,UNKNOWN,UNKNOWN,Promote now,YES,22.0,2026-08-02,survival-preparedness,MAKE_MONEY|SURVIVAL_FEAR,12,
1174,"""Earn 80% Commission Promoting The Body Transformation Blueprint Without Experience!""","""Earn 80% Commission Promoting The Body Transformation Blueprint Without Experience!""",LOW,E-books,Fitlifesolutions,37.0,percent,80.0,UNKNOWN,29.6,UNKNOWN,UNKNOWN,Promote now,YES,22.0,2026-08-02,other,MAKE_MONEY,12,
1175,"""Earn 80% Commission Promoting AI Design and Art Business in 30 Days!""","""Earn 80% Commission Promoting AI Design and Art Business in 30 Days!""",LOW,E-books,Fitlifesolutions,37.0,percent,80.0,UNKNOWN,29.6,UNKNOWN,UNKNOWN,Promote now,YES,22.0,2026-08-02,ai-software,MAKE_MONEY,12,
1176,"""Earn 80% Commission Promoting Blogging for Profit From Scratch!""","""Earn 80% Commission Promoting Blogging for Profit From Scratch!""",LOW,E-books,Fitlifesolutions,37.0,percent,80.0,UNKNOWN,29.6,UNKNOWN,UNKNOWN,Promote now,YES,22.0,2026-08-02,other,FINANCIAL|MAKE_MONEY,12,
1177,"""Earn 80% Commission Promoting Blogging for Profit for Women!""","""Earn 80% Commission Promoting Blogging for Profit for Women!""",LOW,E-books,Fitlifesolutions,37.0,percent,80.0,UNKNOWN,29.6,UNKNOWN,UNKNOWN,Promote now,YES,22.0,2026-08-02,other,FINANCIAL|MAKE_MONEY,12,
1178,"""Earn 80% Commission Promoting The Body Transformation Blueprint After 40!""","""Earn 80% Commission Promoting The Body Transformation Blueprint After 40!""",LOW,E-books,Fitlifesolutions,37.0,percent,80.0,UNKNOWN,29.6,UNKNOWN,UNKNOWN,Promote now,YES,22.0,2026-08-02,other,MAKE_MONEY,12,
1179,"""Earn 80% Commission Promoting Email Marketing Profits After 40!""","""Earn 80% Commission Promoting Email Marketing Profits After 40!""",LOW,E-books,Fitlifesolutions,37.0,percent,80.0,UNKNOWN,29.6,UNKNOWN,UNKNOWN,Promote now,YES,22.0,2026-08-02,other,MAKE_MONEY,12,
1180,"""Earn 80% Commission Promoting AI Copywriting Business for Women!""","""Earn 80% Commission Promoting AI Copywriting Business for Women!""",LOW,E-books,Fitlifesolutions,37.0,percent,80.0,UNKNOWN,29.6,UNKNOWN,UNKNOWN,Promote now,YES,22.0,2026-08-02,ai-software,MAKE_MONEY,12,
1181,"""Earn 80% Commission Promoting AI-Powered Side Hustles!""","""Earn 80% Commission Promoting AI-Powered Side Hustles!""",LOW,E-books,Fitlifesolutions,37.0,percent,80.0,UNKNOWN,29.6,UNKNOWN,UNKNOWN,Promote now,YES,22.0,2026-08-02,make-money-online,MAKE_MONEY,12,
1182,"""Earn 80% Commission Promoting The Hormone Balance Blueprint From Scratch!""","""Earn 80% Commission Promoting The Hormone Balance Blueprint From Scratch!""",LOW,E-books,Fitlifesolutions,37.0,percent,80.0,UNKNOWN,29.6,UNKNOWN,UNKNOWN,Promote now,YES,22.0,2026-08-02,health-supplement,SUPPLEMENT|MAKE_MONEY,12,
1183,"""Earn 80% Commission Promoting AI Side Hustle Blueprint 2026!""","""Earn 80% Commission Promoting AI Side Hustle Blueprint 2026!""",LOW,Member area and video courses,Fitlifesolutions,37.0,percent,80.0,UNKNOWN,29.6,UNKNOWN,UNKNOWN,Promote now,YES,22.0,2026-08-02,make-money-online,MAKE_MONEY,12,
1184,"""Earn 80% Commission Promoting Prompt Engineering for Profit for Beginners!""","""Earn 80% Commission Promoting Prompt Engineering for Profit for Beginners!""",LOW,E-books,Fitlifesolutions,37.0,percent,80.0,UNKNOWN,29.6,UNKNOWN,UNKNOWN,Promote now,YES,22.0,2026-08-02,ai-software,FINANCIAL|MAKE_MONEY,12,
1185,"""Earn 80% Commission Promoting The Metabolism Reset Plan After 40!""","""Earn 80% Commission Promoting The Metabolism Reset Plan After 40!""",LOW,E-books,Fitlifesolutions,37.0,percent,80.0,UNKNOWN,29.6,UNKNOWN,UNKNOWN,Promote now,YES,22.0,2026-08-02,other,MEDICAL|MAKE_MONEY,12,
1186,"""Earn 80% Commission Promoting Build and Sell AI Tools for Busy People!""","""Earn 80% Commission Promoting Build and Sell AI Tools for Busy People!""",LOW,E-books,Fitlifesolutions,37.0,percent,80.0,UNKNOWN,29.6,UNKNOWN,UNKNOWN,Promote now,YES,22.0,2026-08-02,ai-software,MAKE_MONEY,12,
1187,"""Earn 80% Commission Promoting Digital Products Goldmine Mastery Guide Page 1!""","""Earn 80% Commission Promoting Digital Products Goldmine Mastery Guide Page 1!""",LOW,E-books,Fitlifesolutions,37.0,percent,80.0,UNKNOWN,29.6,UNKNOWN,UNKNOWN,Promote now,YES,22.0,2026-08-02,make-money-online,MAKE_MONEY,12,
1188,"""Earn 80% Commission Promoting The Natural Weight Loss Solution in 30 Days!""","""Earn 80% Commission Promoting The Natural Weight Loss Solution in 30 Days!""",LOW,E-books,Fitlifesolutions,37.0,percent,80.0,UNKNOWN,29.6,UNKNOWN,UNKNOWN,Promote now,YES,22.0,2026-08-02,weight-loss,MEDICAL|MAKE_MONEY,12,
1189,"""Earn 80% Commission Promoting Print on Demand Profits Fast Sell Custom Products Online Without Inventory...!""","""Earn 80% Commission Promoting Print on Demand Profits Fast Sell Custom Products Online Without Inventory...!""",LOW,E-books,Fitlifesolutions,37.0,percent,80.0,UNKNOWN,29.6,UNKNOWN,UNKNOWN,Promote now,YES,22.0,2026-08-02,make-money-online,MAKE_MONEY,12,
1190,"""Earn 80% Commission Promoting The Metabolism Reset Plan for Beginners!""","""Earn 80% Commission Promoting The Metabolism Reset Plan for Beginners!""",LOW,E-books,Fitlifesolutions,37.0,percent,80.0,UNKNOWN,29.6,UNKNOWN,UNKNOWN,Promote now,YES,22.0,2026-08-02,other,MEDICAL|MAKE_MONEY,12,
1191,"""Earn 80% Commission Promoting UGC Goldmine!""","""Earn 80% Commission Promoting UGC Goldmine!""",MEDIUM,E-books,Fitlifesolutions,37.0,percent,80.0,UNKNOWN,29.6,UNKNOWN,UNKNOWN,Promote now,YES,22.0,2026-08-02,other,MAKE_MONEY,12,
1192,"""Earn 80% Commission Promoting Heart Health Mastery After 40!""","""Earn 80% Commission Promoting Heart Health Mastery After 40!""",LOW,E-books,Fitlifesolutions,37.0,percent,80.0,UNKNOWN,29.6,UNKNOWN,UNKNOWN,Promote now,YES,22.0,2026-08-02,other,MAKE_MONEY,12,
1193,"""Earn 80% Commission Promoting Email Marketing Profits Mastery Guide!""","""Earn 80% Commission Promoting Email Marketing Profits Mastery Guide!""",LOW,E-books,Fitlifesolutions,37.0,percent,80.0,UNKNOWN,29.6,UNKNOWN,UNKNOWN,Promote now,YES,22.0,2026-08-02,other,MAKE_MONEY,12,
1194,"""Earn 80% Commission Promoting The Body Transformation Blueprint for Women!""","""Earn 80% Commission Promoting The Body Transformation Blueprint for Women!""",LOW,E-books,Fitlifesolutions,37.0,percent,80.0,UNKNOWN,29.6,UNKNOWN,UNKNOWN,Promote now,YES,22.0,2026-08-02,other,MAKE_MONEY,12,
1195,"""Earn 80% Commission Promoting The Online Business Blueprint for Busy People!""","""Earn 80% Commission Promoting The Online Business Blueprint for Busy People!""",LOW,E-books,Fitlifesolutions,37.0,percent,80.0,UNKNOWN,29.6,UNKNOWN,UNKNOWN,Promote now,YES,22.0,2026-08-02,make-money-online,MAKE_MONEY,12,
1196,"""Earn 80% Commission Promoting AI Content Empire in 30 Days!""","""Earn 80% Commission Promoting AI Content Empire in 30 Days!""",LOW,E-books,Fitlifesolutions,37.0,percent,80.0,UNKNOWN,29.6,UNKNOWN,UNKNOWN,Promote now,YES,22.0,2026-08-02,survival-preparedness,MAKE_MONEY|SURVIVAL_FEAR,12,
1197,"""Earn 80% Commission Promoting The Natural Weight Loss Solution Mastery Guide!""","""Earn 80% Commission Promoting The Natural Weight Loss Solution Mastery Guide!""",LOW,E-books,Fitlifesolutions,37.0,percent,80.0,UNKNOWN,29.6,UNKNOWN,UNKNOWN,Promote now,YES,22.0,2026-08-02,weight-loss,MEDICAL|MAKE_MONEY,12,
1198,"""Earn 80% Commission Promoting Dropshipping Domination Fast!""","""Earn 80% Commission Promoting Dropshipping Domination Fast!""",MEDIUM,E-books,Fitlifesolutions,37.0,percent,80.0,UNKNOWN,29.6,UNKNOWN,UNKNOWN,Promote now,YES,22.0,2026-08-02,make-money-online,MAKE_MONEY,12,
1199,"""Earn 80% Commission Promoting YouTube Automation Blueprint for Busy People!""","""Earn 80% Commission Promoting YouTube Automation Blueprint for Busy People!""",LOW,E-books,Fitlifesolutions,37.0,percent,80.0,UNKNOWN,29.6,UNKNOWN,UNKNOWN,Promote now,YES,22.0,2026-08-02,ai-software,MAKE_MONEY,12,
1200,"""Earn 80% Commission Promoting Build and Sell AI Tools Mastery Guide!""","""Earn 80% Commission Promoting Build and Sell AI Tools Mastery Guide!""",LOW,E-books,Fitlifesolutions,37.0,percent,80.0,UNKNOWN,29.6,UNKNOWN,UNKNOWN,Promote now,YES,22.0,2026-08-02,ai-software,MAKE_MONEY,12,
1201,"""Earn 80% Commission Promoting The Metabolism Reset Plan in 30 Days!""","""Earn 80% Commission Promoting The Metabolism Reset Plan in 30 Days!""",LOW,E-books,Fitlifesolutions,37.0,percent,80.0,UNKNOWN,29.6,UNKNOWN,UNKNOWN,Promote now,YES,22.0,2026-08-02,other,MEDICAL|MAKE_MONEY,13,
1202,"""Earn 80% Commission Promoting AI Freelancing Goldmine for Busy People!""","""Earn 80% Commission Promoting AI Freelancing Goldmine for Busy People!""",LOW,E-books,Fitlifesolutions,37.0,percent,80.0,UNKNOWN,29.6,UNKNOWN,UNKNOWN,Copy promo link,YES,22.0,2026-08-02,make-money-online,MAKE_MONEY,13,
1203,"""Earn 80% Commission Promoting Managing Chronic Illness A Holistic Approach to Living Well Every Day!""","""Earn 80% Commission Promoting Managing Chronic Illness A Holistic Approach to Living Well Every Day!""",LOW,E-books,Fitlifesolutions,37.0,percent,80.0,UNKNOWN,29.6,UNKNOWN,UNKNOWN,Promote now,YES,22.0,2026-08-02,other,MAKE_MONEY,13,
1204,"""Earn 80% Commission Promoting AI Cash Flow!""","""Earn 80% Commission Promoting AI Cash Flow!""",MEDIUM,E-books,Fitlifesolutions,37.0,percent,80.0,UNKNOWN,29.6,UNKNOWN,UNKNOWN,Copy promo link,YES,22.0,2026-08-02,ai-software,MAKE_MONEY,13,
1205,"""Earn 80% Commission Promoting Digital Products Goldmine on a Budget!""","""Earn 80% Commission Promoting Digital Products Goldmine on a Budget!""",LOW,E-books,Fitlifesolutions,37.0,percent,80.0,UNKNOWN,29.6,UNKNOWN,UNKNOWN,Promote now,YES,22.0,2026-08-02,make-money-online,MAKE_MONEY,13,
1206,"""Earn 80% Commission Promoting The Anti-Inflammatory Diet Guide After 40!""","""Earn 80% Commission Promoting The Anti-Inflammatory Diet Guide After 40!""",LOW,E-books,Fitlifesolutions,37.0,percent,80.0,UNKNOWN,29.6,UNKNOWN,UNKNOWN,Promote now,YES,22.0,2026-08-02,weight-loss,MAKE_MONEY,13,
1207,"""Earn 80% Commission Promoting Blogging for Profit After 40!""","""Earn 80% Commission Promoting Blogging for Profit After 40!""",LOW,E-books,Fitlifesolutions,37.0,percent,80.0,UNKNOWN,29.6,UNKNOWN,UNKNOWN,Promote now,YES,22.0,2026-08-02,other,FINANCIAL|MAKE_MONEY,13,
1208,"""Earn 80% Commission Promoting The Hormone Balance Blueprint in 30 Days!""","""Earn 80% Commission Promoting The Hormone Balance Blueprint in 30 Days!""",LOW,E-books,Fitlifesolutions,37.0,percent,80.0,UNKNOWN,29.6,UNKNOWN,UNKNOWN,Promote now,YES,22.0,2026-08-02,health-supplement,SUPPLEMENT|MAKE_MONEY,13,
1209,"""Earn 80% Commission Promoting Build and Sell AI Tools Fast!""","""Earn 80% Commission Promoting Build and Sell AI Tools Fast!""",LOW,E-books,Fitlifesolutions,37.0,percent,80.0,UNKNOWN,29.6,UNKNOWN,UNKNOWN,Promote now,YES,22.0,2026-08-02,ai-software,MAKE_MONEY,13,
1210,"""Earn 80% Commission Promoting The Ultimate Guide to Weight Loss Proven Natural Strategies for Lasting...!""","""Earn 80% Commission Promoting The Ultimate Guide to Weight Loss Proven Natural Strategies for Lasting...!""",LOW,E-books,Fitlifesolutions,37.0,percent,80.0,UNKNOWN,29.6,UNKNOWN,UNKNOWN,Promote now,YES,22.0,2026-08-02,weight-loss,MEDICAL|MAKE_MONEY,13,
1211,"""Earn 80% Commission Promoting Prompt Engineering for Profit Without Experience!""","""Earn 80% Commission Promoting Prompt Engineering for Profit Without Experience!""",LOW,E-books,Fitlifesolutions,37.0,percent,80.0,UNKNOWN,29.6,UNKNOWN,UNKNOWN,Promote now,YES,22.0,2026-08-02,ai-software,FINANCIAL|MAKE_MONEY,13,
1212,"""Earn 80% Commission Promoting YouTube Automation Blueprint Without Experience!""","""Earn 80% Commission Promoting YouTube Automation Blueprint Without Experience!""",LOW,E-books,Fitlifesolutions,37.0,percent,80.0,UNKNOWN,29.6,UNKNOWN,UNKNOWN,Copy promo link,YES,22.0,2026-08-02,ai-software,MAKE_MONEY,13,
