record_id,product_name,brand_name,brand_confidence,product_type,vendor,price_usd,commission_type,commission_pct,commission_flat_usd,net_earnings_per_sale_usd,cart_conversion_pct,cancellation_rate_pct,promotion_status,promotable_now,product_age_days,online_since_iso,derived_niche,risk_flags,source_page,parse_flags
1,Joseph’s Well – Blockbuster Offer From Top Diamond Vendor,Joseph’s Well,HIGH,Book (printed),megadrought,84.78,percent,75.0,UNKNOWN,76.36,16.0,5.41,Copy promo link,YES,370.0,2025-08-19,other,NONE,1,
2,Earn 60% Commission Promoting Advanced Amino Formula,Advanced Amino Formula,HIGH,Supplements - health,soundview,124.52,percent,60.0,UNKNOWN,70.25,7.0,6.66,Promote now,YES,1361.0,2022-12-02,health-supplement,SUPPLEMENT|MAKE_MONEY,1,
3,The Genius Wave,The Genius Wave,HIGH,Downloads,thegeniuswave,50.66,percent,75.0,UNKNOWN,43.85,15.0,7.79,Request promotion,NO,870.0,2024-04-06,other,NONE,1,
4,Medicinal Garden Kit – BRAND NEW!,Medicinal Garden Kit,HIGH,Deliverable,bookofren,74.08,percent,72.0,UNKNOWN,45.7,18.0,2.07,Promote now,YES,1984.0,2021-03-19,health-supplement,SUPPLEMENT,1,
5,NEW: The Self-Sufficient Backyard,The Self-Sufficient Backyard,HIGH,Book (printed),sbackyard,51.8,percent,75.0,UNKNOWN,27.18,9.0,1.28,Promote now,YES,1988.0,2021-03-15,survival-preparedness,SURVIVAL_FEAR,1,
6,The Number 1 Serger and Overlocker Online Sewing Course,The Number 1 Serger and Overlocker Online Sewing Course,LOW,Member area and video courses,creatory,75.91,percent,35.0,UNKNOWN,19.28,45.0,3.3,Request promotion,NO,769.0,2024-07-16,home-diy,NONE,1,
7,The Wealth Signal,The Wealth Signal,HIGH,Downloads,thewealthsignal,52.14,percent,75.0,UNKNOWN,37.86,15.0,10.69,Request promotion,NO,848.0,2024-04-28,forex-crypto-trading,FINANCIAL,1,
8,Earn 60% Commission Promoting CircO2 Nitric Oxide Booster,CircO2 Nitric Oxide Booster,HIGH,Supplements - health,soundview,137.35,percent,60.0,UNKNOWN,86.88,8.0,6.72,Promote now,YES,924.0,2024-02-12,health-supplement,SUPPLEMENT|MAKE_MONEY,1,
9,Earn 60% Commission Promoting Advanced Mitochondrial Formula,Advanced Mitochondrial Formula,HIGH,Supplements - health,soundview,190.1,percent,60.0,UNKNOWN,116.19,8.0,8.09,Promote now,YES,671.0,2024-10-22,health-supplement,SUPPLEMENT|MAKE_MONEY,1,
10,Advanced Memory Formula,Advanced Memory Formula,HIGH,Supplements - health,soundview,147.65,percent,60.0,UNKNOWN,91.44,7.0,6.53,Promote now,YES,539.0,2025-03-03,health-supplement,SUPPLEMENT|MEDICAL,1,
11,Prime Perform Supplement EN,Prime Perform Supplement EN,HIGH,Supplements - health,thankyouchoice,212.5,percent,30.0,UNKNOWN,115.81,3.0,8.56,Promote now,YES,431.0,2025-06-19,health-supplement,SUPPLEMENT,1,
12,The Lost SuperFoods,The Lost SuperFoods,HIGH,Book (printed),lostrec,56.78,percent,75.0,UNKNOWN,27.31,19.0,1.7,Promote now,YES,1999.0,2021-03-04,other,MIRACLE_CLAIM,1,
13,The Encyclopedia of Power Foods- Latest 2025/6!,The Encyclopedia of Power Foods,HIGH,E-books,dailyhealth,47.08,percent,70.0,UNKNOWN,29.28,16.0,8.97,Promote now,YES,795.0,2024-06-20,other,NONE,1,
14,Home Doctor – BRAND NEW!,Home Doctor,HIGH,Book (printed),homedoctor,49.65,percent,75.0,UNKNOWN,26.83,12.0,2.81,Promote now,YES,1894.0,2021-06-17,other,NONE,1,
15,iGenics - Hot New Offer in the Vision Niche!(Text and Video),iGenics,HIGH,Supplements - health,igenics,180.61,percent,65.0,UNKNOWN,121.35,10.0,9.37,Promote now,YES,1481.0,2022-08-04,health-supplement,SUPPLEMENT|MEDICAL,1,
16,Lotto Champ,Lotto Champ,HIGH,Member area and video courses,LottoChamp,210.98,percent,65.0,UNKNOWN,137.1,10.0,26.47,Request promotion,NO,643.0,2024-11-19,education-courses,NONE,1,
17,Promote Pineal Guardian Now!,Pineal Guardian,HIGH,Supplements - health,Nutraville,252.93,percent,70.0,UNKNOWN,235.62,9.0,9.48,Promote now,YES,517.0,2025-03-25,health-supplement,SUPPLEMENT|MIRACLE_CLAIM,1,
18,Blood Sugar Blaster,Blood Sugar Blaster,HIGH,Supplements - health,premvitality,193.4,percent,60.0,UNKNOWN,133.52,7.0,12.13,Promote now,YES,2014.0,2021-02-17,health-supplement,SUPPLEMENT|MEDICAL,1,
19,https://dentitox24.com/help/affiliates.php,https://dentitox24.com/help/affiliates.php,MEDIUM,Supplements - health,Dentitox,187.78,percent,55.0,UNKNOWN,122.49,6.0,2.83,Request promotion,NO,830.0,2024-05-16,health-supplement,SUPPLEMENT,1,
20,EndoPeak,EndoPeak,HIGH,Supplements - health,I868696,79.0,percent,65.0,UNKNOWN,105.81,6.0,10.3,Request promotion,NO,1070.0,2023-09-19,health-supplement,SUPPLEMENT,1,
21,Audifort,Audifort,HIGH,Supplements - health,skyhighperformers,249.77,percent,64.0,UNKNOWN,151.29,6.0,11.06,Request promotion,NO,389.0,2025-07-31,health-supplement,SUPPLEMENT,1,
22,Prostadine,Prostadine,HIGH,Supplements - health,Prostadine,211.56,percent,65.0,UNKNOWN,144.35,5.0,13.98,Request promotion,NO,1187.0,2023-05-25,health-supplement,SUPPLEMENT,1,
23,Glucotonic,Glucotonic,HIGH,Supplements - health,skyhighperformers,158.0,percent,64.0,UNKNOWN,130.28,4.0,7.75,Request promotion,NO,523.0,2025-03-19,health-supplement,SUPPLEMENT,1,
24,Forager's Guide to Wild Foods – BRAND NEW!,Forager's Guide to Wild Foods,HIGH,Book (printed),fguide,50.82,percent,75.0,UNKNOWN,26.42,28.0,1.83,Request promotion,NO,1918.0,2021-05-24,other,NONE,1,
25,Anti-Looter Kit - BRAND NEW!,Anti-Looter Kit,HIGH,Deliverable,antilooterkit,201.26,percent,33.0,UNKNOWN,53.01,18.0,3.55,Promote now,YES,572.0,2025-01-29,health-supplement,SUPPLEMENT|SURVIVAL_FEAR,1,
26,The Billionaire Brainwave,The Billionaire Brainwave,HIGH,Downloads,Attractbr,49.72,percent,75.0,UNKNOWN,40.78,17.0,11.02,Request promotion,NO,1021.0,2023-11-07,mental-wellbeing,NONE,1,
27,Unlock Earnings! Promote PinealXT!,PinealXT,HIGH,Supplements - health,Nutraville,211.1,percent,55.0,UNKNOWN,158.86,13.0,9.97,Promote now,YES,1049.0,2023-10-10,health-supplement,SUPPLEMENT,1,
28,The Premium Prompt Library for Smarter Affiliate Execution,The Premium Prompt Library for Smarter Affiliate Execution,LOW,Downloads,HeikoBoos,37.0,percent,50.0,UNKNOWN,7.83,8.0,5.19,Promote now,YES,892.0,2024-03-15,make-money-online,NONE,1,
29,Start Affiliate Marketing like a Pro,Start Affiliate Marketing like a Pro,MEDIUM,E-books,HeikoBoos,7.07,percent,50.0,UNKNOWN,4.87,8.0,5.19,Promote now,YES,912.0,2024-02-24,make-money-online,MAKE_MONEY,1,
30,NanoDefense Pro,NanoDefense Pro,HIGH,Deliverable,NanoDefensePro,209.46,percent,55.0,UNKNOWN,173.19,6.0,7.36,Request promotion,NO,903.0,2024-03-04,health-supplement,SUPPLEMENT,1,
31,ProNail Complex,ProNail Complex,HIGH,Deliverable,ProNailComplex,268.19,percent,65.0,UNKNOWN,162.22,6.0,10.07,Request promotion,NO,942.0,2024-01-25,health-supplement,SUPPLEMENT,1,
32,DentiCore,DentiCore,HIGH,Supplements - health,DentiCore,192.82,percent,55.0,UNKNOWN,128.81,5.0,7.39,Request promotion,NO,921.0,2024-02-15,health-supplement,SUPPLEMENT,1,
33,Synaptigen,Synaptigen,HIGH,Supplements - health,Synaptigen,257.4,percent,65.0,UNKNOWN,199.68,5.0,13.0,Request promotion,NO,423.0,2025-06-27,health-supplement,SUPPLEMENT,1,
34,Tufting Mastery Class | How To Make Rugs,How To Make Rugs,HIGH,Member area and video courses,kramis_teppich_design,99.44,percent,50.0,UNKNOWN,42.3,4.0,2.57,Promote now,YES,1018.0,2023-11-10,education-courses,NONE,1,
35,SPARTAMAX Male Enhancement Gummies | High EPC and Commission,SPARTAMAX Male Enhancement Gummies,HIGH,Deliverable,midasman88,193.01,percent,65.0,UNKNOWN,148.1,4.0,7.44,Promote now,YES,319.0,2025-10-09,health-supplement,SUPPLEMENT,1,
36,Sugar Defender,Sugar Defender,HIGH,Supplements - health,I868696,186.05,percent,65.0,UNKNOWN,112.64,4.0,11.15,Request promotion,NO,936.0,2024-01-31,health-supplement,SUPPLEMENT,1,
37,Kerassentials,Kerassentials,HIGH,Deliverable,Kerassentials,247.13,percent,55.0,UNKNOWN,138.08,4.0,17.68,Request promotion,NO,956.0,2024-01-11,health-supplement,SUPPLEMENT,1,
38,Earn 60% Commission Promoting Advanced Collagen Plus!,Advanced Collagen Plus,HIGH,Supplements - health,soundview,145.27,percent,60.0,UNKNOWN,116.97,3.0,5.5,Promote now,YES,671.0,2024-10-22,health-supplement,SUPPLEMENT|MAKE_MONEY,1,
39,Midas Manifestation System,Midas Manifestation System,HIGH,Member area and video courses,midasman88,172.01,percent,75.0,UNKNOWN,116.24,3.0,9.26,Promote now,YES,1586.0,2022-04-21,spirituality-manifest,MIRACLE_CLAIM,1,
40,CaviArgan,CaviArgan,HIGH,Deliverable,koshea76,114.02,percent,65.0,UNKNOWN,87.66,2.0,1.78,Promote now,YES,341.0,2025-09-17,health-supplement,SUPPLEMENT,1,
41,Moringa Magic,Moringa Magic,HIGH,Supplements - health,offersconnect,231.48,percent,65.0,UNKNOWN,89.86,2.0,4.57,Request promotion,NO,762.0,2024-07-23,health-supplement,SUPPLEMENT,1,
42,ProDentim,ProDentim,HIGH,Supplements - health,ProDentim,242.87,percent,55.0,UNKNOWN,164.53,2.0,15.13,Request promotion,NO,956.0,2024-01-11,health-supplement,SUPPLEMENT,1,
43,Tube Magic - AI Tools For Growing on YouTube,Tube Magic,HIGH,Software,tubemagic,47.0,percent,50.0,UNKNOWN,265.11,1.0,8.94,Promote now,YES,913.0,2024-02-23,ai-software,NONE,1,PRICE_RECURRING
44,Fearless Phone Fanatic (For Cold Calling),Fearless Phone Fanatic,HIGH,Downloads,dezatell,63.77,flat,UNKNOWN,30.0,21.73,37.0,8.22,Promote now,YES,452.0,2025-05-29,other,NONE,1,COMMISSION_FLAT
45,David’s Shield – New High-Conv VSL (2X CVR!) | $5M+ In Sales,David’s Shield,HIGH,Book (printed),blackoutusa,83.23,percent,75.0,UNKNOWN,44.71,20.0,9.89,Promote now,YES,339.0,2025-09-19,other,NONE,1,
46,The Official Smoothie Diet™ 21-Day Weight Loss Program,The Official Smoothie Diet 21-Day Weight Loss Program,LOW,E-books,smoothdiet,28.65,percent,75.0,UNKNOWN,18.84,16.0,UNKNOWN,Promote now,YES,129.0,2026-04-17,weight-loss,MEDICAL,1,PCT_INFERRED
47,The 5 Foot Farm: 80% Commissions and Recurring Upsell,The 5 Foot Farm: 80% Commissions and Recurring Upsell,LOW,E-books,FiveFootFarm,60.39,percent,80.0,UNKNOWN,17.2,12.0,9.29,Promote now,YES,628.0,2024-12-04,other,NONE,1,
48,ZenCortex,ZenCortex,HIGH,Supplements - health,I868696,79.0,percent,65.0,UNKNOWN,101.38,11.0,14.59,Request promotion,NO,872.0,2024-04-04,health-supplement,SUPPLEMENT,1,
49,Vertigenics,Vertigenics,HIGH,Supplements - health,Vertigenics,183.94,percent,65.0,UNKNOWN,112.39,10.0,13.58,Promote now,YES,635.0,2024-11-27,health-supplement,SUPPLEMENT,1,
50,Remixable - Founder Edition,Remixable,HIGH,Software,remixable,512.01,percent,50.0,UNKNOWN,177.54,10.0,22.85,Promote now,YES,1392.0,2022-11-01,ai-software,NONE,1,
51,Promote HydroLean XT Gold Now!,HydroLean XT Gold,HIGH,Supplements - health,zenmavibe,270.01,percent,70.0,UNKNOWN,87.17,9.0,5.56,Promote now,YES,703.0,2024-09-20,weight-loss,NONE,1,
52,Promote NeuroPrime Now!,NeuroPrime,HIGH,Supplements - health,zenmavibe,287.22,percent,60.0,UNKNOWN,79.48,8.0,5.55,Promote now,YES,706.0,2024-09-17,health-supplement,SUPPLEMENT,1,
53,Pep Tonic,Pep Tonic,HIGH,Supplements - health,soundview,147.36,percent,60.0,UNKNOWN,47.81,7.0,7.31,Promote now,YES,410.0,2025-07-10,health-supplement,SUPPLEMENT,1,
54,Goliath XL 10,Goliath XL 10,HIGH,Supplements - health,KoalaAdvertising,156.47,percent,65.0,UNKNOWN,122.11,7.0,8.15,Promote now,YES,577.0,2025-01-24,health-supplement,SUPPLEMENT,1,
55,HGH Activator,HGH Activator,HIGH,Supplements - health,NaturecastProducts,178.97,percent,50.0,UNKNOWN,38.09,6.0,4.79,Promote now,YES,1125.0,2023-07-26,health-supplement,SUPPLEMENT,1,
56,ProstaLite,ProstaLite,HIGH,Supplements - health,ProstaLite,176.61,percent,65.0,UNKNOWN,62.84,5.0,7.75,Request promotion,NO,769.0,2024-07-16,health-supplement,SUPPLEMENT,1,
57,TonicGreens,TonicGreens,HIGH,Supplements - health,tonicgreens,189.48,percent,60.0,UNKNOWN,84.62,5.0,7.83,Promote now,YES,1285.0,2023-02-16,health-supplement,SUPPLEMENT,1,
58,Quietum Plus,Quietum Plus,HIGH,Supplements - health,QuietumPlus,279.79,percent,55.0,UNKNOWN,123.92,4.0,20.04,Request promotion,NO,851.0,2024-04-25,health-supplement,SUPPLEMENT,1,
59,Nervovive,Nervovive,HIGH,Supplements - health,NervoVive,196.2,percent,65.0,UNKNOWN,92.32,3.0,14.65,Request promotion,NO,788.0,2024-06-27,health-supplement,SUPPLEMENT,1,
60,Millionaire Partner System,Millionaire Partner System,HIGH,Member area and video courses,impassive,1131.11,percent,40.0,UNKNOWN,827.48,3.0,15.64,Promote now,YES,714.0,2024-09-09,education-courses,NONE,1,
61,TPP System,TPP System,HIGH,Member area and video courses,nemorauserr,3131.6,percent,80.0,UNKNOWN,3405.52,2.0,4.33,Promote now,YES,245.0,2025-12-22,education-courses,NONE,1,
62,⚡️The Ultimate Keto Meal Plan⚡️ Make $37 AOV With A $1 Sale,️The Ultimate Keto Meal Plan️ Make $37 AOV With A $1 Sale,LOW,Downloads,durchstartenonline,33.93,percent,85.0,UNKNOWN,127.29,2.0,14.13,Promote now,YES,2559.0,2019-08-22,weight-loss,NONE,1,
63,PrimeBiome,PrimeBiome,HIGH,Supplements - health,PrimeBiome,261.46,percent,65.0,UNKNOWN,161.72,1.0,19.36,Request promotion,NO,635.0,2024-11-27,health-supplement,SUPPLEMENT,1,
64,Traffic Genius | 50% Commissions | $997 Offer,Traffic Genius,HIGH,Software,viddeosai,1497.0,percent,50.0,UNKNOWN,278.93,1.0,21.41,Promote now,YES,445.0,2025-06-05,ai-software,NONE,1,
65,Integrative Digestive Formula,Integrative Digestive Formula,HIGH,Supplements - health,soundview,46.74,percent,60.0,UNKNOWN,28.04,UNKNOWN,UNKNOWN,Promote now,YES,539.0,2025-03-03,health-supplement,SUPPLEMENT,1,
66,Tesla MedBed X,Tesla MedBed X,HIGH,Deliverable,TeslaMedbedX,2440.26,percent,60.0,UNKNOWN,928.67,UNKNOWN,10.8,Promote now,YES,279.0,2025-11-18,health-supplement,SUPPLEMENT,1,PCT_INFERRED
67,The Money Wave,The Money Wave,HIGH,Downloads,Themoneywave,42.15,percent,75.0,UNKNOWN,25.38,17.0,12.69,Request promotion,NO,774.0,2024-07-11,other,NONE,1,
68,77 Quick & Easy Keto Recipes free book,77 Quick & Easy Keto Recipes free book,MEDIUM,E-books,produktmanagerin,1.1,percent,100.0,UNKNOWN,UNKNOWN,16.0,7.6,Promote now,YES,1489.0,2022-07-27,weight-loss,NONE,1,NO_NET_EARNINGS
69,870 ChatGPT Prompts for Affiliate Marketing Success,870 ChatGPT Prompts for Affiliate Marketing Success,MEDIUM,E-books,HeikoBoos,1.81,percent,50.0,UNKNOWN,2.04,16.0,7.63,Promote now,YES,430.0,2025-06-20,make-money-online,MAKE_MONEY,1,
70,Ultimate Dynamic Personal Budget in Google Sheets,Ultimate Dynamic Personal Budget in Google Sheets,MEDIUM,Downloads,FinSavvyDesigns,43.23,percent,90.0,UNKNOWN,28.3,14.0,16.89,Promote now,YES,512.0,2025-03-30,other,NONE,1,
71,AI Profit Sniper,AI Profit Sniper,HIGH,Software,aiprofitsniper,65.2,percent,75.0,UNKNOWN,27.35,14.0,27.21,Promote now,YES,480.0,2025-05-01,ai-software,FINANCIAL,1,
72,81 % Commission on US Immigration Survival PRO Bundle,US Immigration Survival PRO Bundle,MEDIUM,Downloads,IsMaria,50.81,percent,81.0,UNKNOWN,32.87,13.0,4.76,Promote now,YES,398.0,2025-07-22,survival-preparedness,SURVIVAL_FEAR,1,
73,Shifting Vibrations - Proven Digital Manifestation Offer,Shifting Vibrations,HIGH,Downloads,astral43,62.0,percent,90.0,UNKNOWN,39.69,13.0,24.19,Promote now,YES,683.0,2024-10-10,spirituality-manifest,MIRACLE_CLAIM,1,
74,Peak BioBoost,Peak BioBoost,HIGH,Supplements - health,peakbiome,158.24,percent,50.0,UNKNOWN,75.13,12.0,6.91,Request promotion,NO,1497.0,2022-07-19,health-supplement,SUPPLEMENT,1,
75,Dubai Wealth Secret - Brand-New Forbidden Wealth Angle Going,Dubai Wealth Secret,HIGH,Downloads,destinyaff,50.86,percent,75.0,UNKNOWN,43.93,12.0,12.66,Promote now,YES,216.0,2026-01-20,forex-crypto-trading,FINANCIAL|MIRACLE_CLAIM,1,
76,CogniCare Pro - NEW Brain Power,CogniCare Pro,HIGH,Supplements - health,skyhighperformers,180.95,percent,64.0,UNKNOWN,101.75,11.0,21.96,Request promotion,NO,837.0,2024-05-09,health-supplement,SUPPLEMENT|MEDICAL,1,
77,Nerve Fresh,Nerve Fresh,HIGH,Supplements - health,premvitality,189.47,percent,70.0,UNKNOWN,114.92,10.0,14.07,Promote now,YES,677.0,2024-10-16,health-supplement,SUPPLEMENT|MEDICAL,1,
78,ViriFlow,ViriFlow,HIGH,Supplements - health,ViriFlow,256.25,percent,65.0,UNKNOWN,164.18,10.0,14.43,Request promotion,NO,312.0,2025-10-16,health-supplement,SUPPLEMENT,1,
79,Brand New Opportunity – Earn 60% Commission!,UNKNOWN,LOW,Supplements - health,soundview,241.32,percent,60.0,UNKNOWN,78.06,8.0,10.06,Promote now,YES,388.0,2025-08-01,health-supplement,SUPPLEMENT|MAKE_MONEY,1,
80,Help Others Overcome Their Acid Refluy | 45% Commission,Acid Refluy,HIGH,Member area and video courses,Refluxsummit,113.48,percent,60.0,UNKNOWN,49.43,7.0,5.19,Promote now,YES,569.0,2025-02-01,education-courses,NONE,1,
81,The 5-Minute Garden: Earn 75% Commissions on a Proven Ebook.,The 5-Minute Garden: Earn 75% Commissions on a Proven Ebook,LOW,E-books,darrelltee,29.19,percent,75.0,UNKNOWN,68.68,6.0,UNKNOWN,Promote now,YES,349.0,2025-09-09,gardening,MAKE_MONEY,1,PCT_INFERRED
82,Diabetes Offer: Berberine Supplement,Diabetes Offer: Berberine Supplement,MEDIUM,Supplements - health,simpleketo,84.38,percent,60.0,UNKNOWN,43.34,6.0,11.68,Promote now,YES,2138.0,2020-10-16,health-supplement,SUPPLEMENT,1,
83,Alpha Drive 24,Alpha Drive 24,HIGH,Supplements - health,alphadrive24,144.2,percent,70.0,UNKNOWN,133.8,6.0,15.45,Promote now,YES,886.0,2024-03-21,health-supplement,SUPPLEMENT,1,
84,Norwegian course for beginners based on a story (Nils),Norwegian course for beginners based on a story (Nils),LOW,Member area and video courses,Skapago,186.55,percent,30.0,UNKNOWN,76.04,5.0,3.74,Request promotion,NO,1347.0,2022-12-16,education-courses,NONE,1,
85,CelluCare,CelluCare,HIGH,Supplements - health,skyhighperformers,158.98,percent,64.0,UNKNOWN,127.05,5.0,10.87,Request promotion,NO,789.0,2024-06-26,health-supplement,SUPPLEMENT,1,
86,ProstaPure 24,ProstaPure 24,HIGH,Supplements - health,alphadrive24,143.36,percent,75.0,UNKNOWN,133.65,5.0,15.22,Promote now,YES,825.0,2024-05-21,health-supplement,SUPPLEMENT,1,
87,Herbs for Health- Only Herbal Remedies Offer! (Brand New),Herbs for Health- Only Herbal Remedies Offer! (Brand New),LOW,E-books,homeprepper,22.4,percent,75.0,UNKNOWN,12.34,4.0,3.16,Promote now,YES,1400.0,2022-10-24,other,MEDICAL,1,
88,Lost Frontier Handbook,Lost Frontier Handbook,HIGH,Book (printed),frontbook,49.71,percent,75.0,UNKNOWN,25.59,3.0,1.5,Promote now,YES,1966.0,2021-04-06,other,MIRACLE_CLAIM,1,
89,The Doctor's Book Of Survival Home Remedies,The Doctor's Book Of Survival Home Remedies,MEDIUM,Book (printed),docsrem,42.41,percent,75.0,UNKNOWN,21.03,3.0,3.74,Promote now,YES,1391.0,2022-11-02,survival-preparedness,MEDICAL|SURVIVAL_FEAR,1,
90,EchoXen,EchoXen,HIGH,Supplements - health,RM7866,244.66,percent,70.0,UNKNOWN,106.93,3.0,9.57,Promote now,YES,420.0,2025-06-30,health-supplement,SUPPLEMENT,1,
91,Thyrafemme Balance - New Japanese-Inspired Thyroid Offer,Thyrafemme Balance,HIGH,Supplements - health,thyrafemme,147.79,percent,65.0,UNKNOWN,134.22,3.0,11.79,Promote now,YES,336.0,2025-09-22,health-supplement,SUPPLEMENT,1,
92,Idrotherapy *GET PAID ON REBILLS EACH MONTH*,Idrotherapy,HIGH,Deliverable,koshea76,119.98,percent,75.0,UNKNOWN,97.2,2.0,1.97,Promote now,YES,374.0,2025-08-15,health-supplement,SUPPLEMENT|MAKE_MONEY,1,
93,FemiPro,FemiPro,HIGH,Supplements - health,FemiPro,247.16,percent,65.0,UNKNOWN,68.81,1.0,13.24,Request promotion,NO,727.0,2024-08-27,health-supplement,SUPPLEMENT,1,
94,Advanced Prostate Formula,Advanced Prostate Formula,HIGH,Supplements - health,soundview,58.44,percent,60.0,UNKNOWN,35.06,UNKNOWN,UNKNOWN,Promote now,YES,501.0,2025-04-10,health-supplement,SUPPLEMENT|MEDICAL,1,
95,Make My Plan – The Ultimate AI Goal Planner Template,Make My Plan,HIGH,Downloads,praneet_brar,51.48,percent,75.0,UNKNOWN,38.61,UNKNOWN,UNKNOWN,Promote now,YES,460.0,2025-05-21,survival-preparedness,SURVIVAL_FEAR,1,
96,"The Healed Soul ""MANIFEST YOUR DESTINY"" - BRAND NEW","The Healed Soul ""MANIFEST YOUR DESTINY""",MEDIUM,E-books,TheHealedSoul,38.99,percent,70.0,UNKNOWN,27.29,UNKNOWN,UNKNOWN,Promote now,YES,915.0,2024-02-21,spirituality-manifest,MIRACLE_CLAIM,1,
97,The No-Regret Decision System™,The No-Regret Decision System,HIGH,Downloads,fkcproject,12.12,percent,60.0,UNKNOWN,11.25,UNKNOWN,UNKNOWN,Promote now,YES,170.0,2026-03-07,other,NONE,1,
98,Keravita Pro,Keravita Pro,HIGH,Supplements - health,KeravitaPro,80.72,percent,65.0,UNKNOWN,52.47,UNKNOWN,UNKNOWN,Request promotion,NO,819.0,2024-05-27,health-supplement,SUPPLEMENT,1,
99,EGroupware - Online Collaboration Software,Online Collaboration Software,HIGH,Downloads,egroupware,291.31,percent,20.0,UNKNOWN,58.26,UNKNOWN,UNKNOWN,Request promotion,NO,4007.0,2015-09-04,ai-software,NONE,1,
100,Solución renal,Solución renal,HIGH,E-books,Kidneycoach,54.99,percent,75.0,UNKNOWN,41.24,UNKNOWN,UNKNOWN,Promote now,YES,1225.0,2023-04-17,other,NONE,1,
101,9 Ways to build an Online Business,9 Ways to build an Online Business,MEDIUM,E-books,HeikoBoos,21.05,percent,50.0,UNKNOWN,10.53,UNKNOWN,UNKNOWN,Promote now,YES,896.0,2024-03-11,make-money-online,NONE,2,
102,Your Gateway to the Crypto World – Cryptocurrency Secrets!,Cryptocurrency Secrets,HIGH,Downloads,HeikoBoos,46.77,percent,50.0,UNKNOWN,23.39,UNKNOWN,UNKNOWN,Promote now,YES,659.0,2024-11-03,forex-crypto-trading,FINANCIAL,2,
103,ChatGPT-Expertise-PLR,ChatGPT-Expertise-PLR,HIGH,Downloads,HeikoBoos,20.94,percent,50.0,UNKNOWN,10.47,UNKNOWN,UNKNOWN,Promote now,YES,680.0,2024-10-13,ai-software,NONE,2,
104,Instagram Marketing Mastery – The Ultimate PLR Bundle!,Instagram Marketing Mastery,HIGH,Downloads,HeikoBoos,24.57,percent,50.0,UNKNOWN,12.28,UNKNOWN,UNKNOWN,Promote now,YES,659.0,2024-11-03,other,NONE,2,
105,Build Your Email List,Build Your Email List,HIGH,E-books,HeikoBoos,31.59,percent,50.0,UNKNOWN,15.79,UNKNOWN,UNKNOWN,Promote now,YES,901.0,2024-03-06,other,NONE,2,
106,Best Manifestation – The Best Manifestation Offer You’ll Eve,Best Manifestation,MEDIUM,Audio book (download),Winarrow,44.46,percent,65.0,UNKNOWN,28.9,UNKNOWN,UNKNOWN,Promote now,YES,1859.0,2021-07-22,spirituality-manifest,MIRACLE_CLAIM,2,
107,No. 1 Email Marketing Profit Package on Digistore24,No. 1 Email Marketing Profit Package on Digistore24,LOW,Downloads,HeikoBoos,57.33,percent,50.0,UNKNOWN,28.66,UNKNOWN,UNKNOWN,Promote now,YES,666.0,2024-10-27,other,FINANCIAL,2,
108,Affiliate Marketing School Video Course,Affiliate Marketing School Video Course,HIGH,Downloads,HeikoBoos,80.72,percent,50.0,UNKNOWN,40.36,UNKNOWN,UNKNOWN,Promote now,YES,666.0,2024-10-27,make-money-online,MAKE_MONEY,2,
109,Make Money with PLR,PLR,HIGH,Downloads,HeikoBoos,32.64,percent,50.0,UNKNOWN,16.32,UNKNOWN,UNKNOWN,Promote now,YES,671.0,2024-10-22,make-money-online,MAKE_MONEY,2,
110,1000+ ChatGPT Prompts for your Online Marketing,1000+ ChatGPT Prompts for your Online Marketing,MEDIUM,Downloads,HeikoBoos,34.75,percent,50.0,UNKNOWN,17.37,UNKNOWN,UNKNOWN,Promote now,YES,685.0,2024-10-08,ai-software,NONE,2,
111,Your Guide to Affiliate Marketing,Your Guide to Affiliate Marketing,HIGH,Downloads,HeikoBoos,11.66,percent,50.0,UNKNOWN,5.84,UNKNOWN,UNKNOWN,Promote now,YES,673.0,2024-10-20,make-money-online,MAKE_MONEY,2,
112,Secret to getting 1 Million Followers,Secret to getting 1 Million Followers,MEDIUM,E-books,HeikoBoos,11.66,percent,50.0,UNKNOWN,5.84,UNKNOWN,UNKNOWN,Promote now,YES,682.0,2024-10-11,other,MIRACLE_CLAIM,2,
113,50 Tips for better Email Marketing,50 Tips for better Email Marketing,MEDIUM,E-books,HeikoBoos,14.04,percent,50.0,UNKNOWN,7.02,UNKNOWN,UNKNOWN,Promote now,YES,897.0,2024-03-10,other,NONE,2,
114,ChatGPT Articles ready to resell! PLR,ChatGPT Articles ready to resell! PLR,MEDIUM,Downloads,HeikoBoos,8.19,percent,50.0,UNKNOWN,4.09,UNKNOWN,UNKNOWN,Promote now,YES,671.0,2024-10-22,ai-software,NONE,2,
115,AI Art VideoCourse PLR,AI Art VideoCourse PLR,HIGH,Downloads,HeikoBoos,43.29,percent,50.0,UNKNOWN,21.64,UNKNOWN,UNKNOWN,Promote now,YES,671.0,2024-10-22,ai-software,NONE,2,
116,No. 1 Social Media Profit Package on Digistore24,No. 1 Social Media Profit Package on Digistore24,LOW,Downloads,HeikoBoos,21.05,percent,50.0,UNKNOWN,10.53,UNKNOWN,UNKNOWN,Promote now,YES,665.0,2024-10-28,other,FINANCIAL,2,
