record_id,product_name,brand_name,brand_confidence,product_type,vendor,price_usd,commission_type,commission_pct,commission_flat_usd,net_earnings_per_sale_usd,cart_conversion_pct,cancellation_rate_pct,promotion_status,promotable_now,product_age_days,online_since_iso,derived_niche,risk_flags,source_page,parse_flags,econ_score,sc_payout,sc_commission,sc_conversion,sc_retention,sc_promotable,sc_effort_worth,sc_stability
50,Remixable - Founder Edition,Remixable,HIGH,Software,remixable,512.01,percent,50.0,UNKNOWN,177.54,10.0,22.85,Promote now,YES,1392.0,2022-11-01,ai-software,NONE,1,,75.41,25.0,8.0,11.11,5.3,10.0,13.0,3.0
844,The Lotto Master Key,The Lotto Master Key,HIGH,Member area and video courses,lottokey,207.07,percent,65.0,UNKNOWN,134.6,UNKNOWN,UNKNOWN,Promote now,YES,334.0,2025-09-24,education-courses,NONE,9,,75.36,24.46,10.4,8.0,8.0,10.0,13.0,1.5
1361,EZNaturals Moringa Leaf Complex | 70% Affiliate Commission,EZNaturals Moringa Leaf Complex,HIGH,Supplements - health,eznaturals,249.0,percent,70.0,UNKNOWN,174.3,UNKNOWN,UNKNOWN,Promote now,YES,9.0,2026-08-15,health-supplement,SUPPLEMENT,14,,75.2,25.0,11.2,8.0,8.0,10.0,13.0,0.0
621,FullyVital Hair Serum,FullyVital Hair Serum,HIGH,Deliverable,fullyvital25,182.5,percent,60.0,UNKNOWN,109.5,UNKNOWN,UNKNOWN,Promote now,YES,712.0,2024-09-11,health-supplement,SUPPLEMENT,7,,75.04,23.44,9.6,8.0,8.0,10.0,13.0,3.0
479,Glow Era – $497 Glow-Up Challenge | Huge Commission,Glow Era,HIGH,Downloads,akrdar,581.44,percent,50.0,UNKNOWN,290.72,UNKNOWN,UNKNOWN,Promote now,YES,367.0,2025-08-22,other,NONE,5,,75.0,25.0,8.0,8.0,8.0,10.0,13.0,3.0
776,Internet Millionaire,Internet Millionaire,HIGH,Member area and video courses,internets,2339.75,percent,50.0,UNKNOWN,1169.88,UNKNOWN,UNKNOWN,Promote now,YES,1003.0,2023-11-25,education-courses,NONE,8,,75.0,25.0,8.0,8.0,8.0,10.0,13.0,3.0
780,Intelligent Cryptocurrency VIP,Intelligent Cryptocurrency VIP,HIGH,Member area and video courses,IC2020,2336.29,percent,50.0,UNKNOWN,1168.15,UNKNOWN,UNKNOWN,Promote now,YES,2076.0,2020-12-17,forex-crypto-trading,FINANCIAL,8,,75.0,25.0,8.0,8.0,8.0,10.0,13.0,3.0
785,The Ultimate Viddeos A.I. System | 50% Recurring Commissions,The Ultimate Viddeos A.I. System,MEDIUM,Software,viddeosai,1049.4,percent,50.0,UNKNOWN,524.7,UNKNOWN,UNKNOWN,Promote now,YES,615.0,2024-12-17,ai-software,NONE,8,,75.0,25.0,8.0,8.0,8.0,10.0,13.0,3.0
793,Empowered Parenting: Boosting School Engagement,Empowered Parenting: Boosting School Engagement,HIGH,Member area and video courses,+,380.22,percent,50.0,UNKNOWN,190.11,UNKNOWN,UNKNOWN,Promote now,YES,978.0,2023-12-20,survival-preparedness,SURVIVAL_FEAR,8,,75.0,25.0,8.0,8.0,8.0,10.0,13.0,3.0
819,SPEED WEALTH - Earn Up Tp $944 Per Sale + Recurring,SPEED WEALTH,HIGH,Member area and video courses,digitalbankroll,583.78,percent,50.0,UNKNOWN,291.89,UNKNOWN,UNKNOWN,Promote now,YES,1046.0,2023-10-13,forex-crypto-trading,FINANCIAL|MAKE_MONEY,9,,75.0,25.0,8.0,8.0,8.0,10.0,13.0,3.0
820,Agent X,Agent X,HIGH,Software,remixable,555.7,percent,50.0,UNKNOWN,277.85,UNKNOWN,UNKNOWN,Promote now,YES,999.0,2023-11-29,ai-software,NONE,9,,75.0,25.0,8.0,8.0,8.0,10.0,13.0,3.0
845,Profit Partners University - Affiliate Marketing Course,Profit Partners University,HIGH,Member area and video courses,DenisTheMoneyMenace,464.45,percent,50.0,UNKNOWN,232.23,UNKNOWN,UNKNOWN,Promote now,YES,581.0,2025-01-20,make-money-online,FINANCIAL|MAKE_MONEY,9,,75.0,25.0,8.0,8.0,8.0,10.0,13.0,3.0
1379,Eternum Prostate Health,Eternum Prostate Health,HIGH,Supplements - health,eternumbrands,343.95,percent,50.0,UNKNOWN,171.98,UNKNOWN,UNKNOWN,Copy promo link,YES,905.0,2024-03-02,health-supplement,SUPPLEMENT|MEDICAL,14,,75.0,25.0,8.0,8.0,8.0,10.0,13.0,3.0
82,Diabetes Offer: Berberine Supplement,Diabetes Offer: Berberine Supplement,MEDIUM,Supplements - health,simpleketo,84.38,percent,60.0,UNKNOWN,43.34,6.0,11.68,Promote now,YES,2138.0,2020-10-16,health-supplement,SUPPLEMENT,1,,74.73,18.89,9.6,6.67,13.57,10.0,13.0,3.0
629,Dominate the Diabetes Niche with Gluconite!,Dominate the Diabetes Niche with Gluconite,MEDIUM,Supplements - health,mysteryoffers,80.72,percent,78.0,UNKNOWN,62.96,UNKNOWN,UNKNOWN,Promote now,YES,1561.0,2022-05-16,health-supplement,SUPPLEMENT,7,,74.72,20.72,12.0,8.0,8.0,10.0,13.0,3.0
124,Glucotrust: New Killer Blood Sugar Supplement,Glucotrust: New Killer Blood Sugar Supplement,MEDIUM,Supplements - health,edelixir,80.72,percent,75.0,UNKNOWN,60.54,UNKNOWN,UNKNOWN,Promote now,YES,1722.0,2021-12-06,health-supplement,SUPPLEMENT|MEDICAL,2,,74.53,20.53,12.0,8.0,8.0,10.0,13.0,3.0
784,Primal Power: The Ultimate Male Enhancement Formula,Primal Power: The Ultimate Male Enhancement Formula,MEDIUM,Supplements - for slimming,edelixir,80.72,percent,75.0,UNKNOWN,60.54,UNKNOWN,UNKNOWN,Promote now,YES,2106.0,2020-11-17,weight-loss,SUPPLEMENT,8,,74.53,20.53,12.0,8.0,8.0,10.0,13.0,3.0
806,"SLIN — Glucose Disposal ""Carbs into Muscle""","Glucose Disposal ""Carbs into Muscle""",HIGH,Supplements - for slimming,enhancedlabs,269.08,percent,50.0,UNKNOWN,134.54,UNKNOWN,UNKNOWN,Promote now,YES,629.0,2024-12-03,weight-loss,NONE,9,,74.46,24.46,8.0,8.0,8.0,10.0,13.0,3.0
368,ExpertSlides - The secret weapon for your presentations!,ExpertSlides,HIGH,Software,expertslides,280.39,percent,50.0,UNKNOWN,133.37,UNKNOWN,UNKNOWN,Promote now,YES,1467.0,2022-08-18,ai-software,MIRACLE_CLAIM,4,PRICE_APPROX,74.42,24.42,8.0,8.0,8.0,10.0,13.0,3.0
829,Computer Literacy for Seniors | 4% CVR | $44.50/Sale,Computer Literacy for Seniors,HIGH,Member area and video courses,MasterYourMachineIn90Days,104.12,percent,75.0,UNKNOWN,78.09,UNKNOWN,UNKNOWN,Promote now,YES,311.0,2025-10-17,education-courses,NONE,9,,74.28,21.78,12.0,8.0,8.0,10.0,13.0,1.5
877,Contract Aura | AI contract generator tool script,Contract Aura,HIGH,Downloads,praneet_brar,74.87,percent,75.0,UNKNOWN,56.16,UNKNOWN,UNKNOWN,Promote now,YES,482.0,2025-04-29,survival-preparedness,SURVIVAL_FEAR,9,,74.16,20.16,12.0,8.0,8.0,10.0,13.0,3.0
614,Promote CogniSurge Now!,CogniSurge,HIGH,Supplements - health,zenmavibe,161.45,percent,65.0,UNKNOWN,104.94,UNKNOWN,UNKNOWN,Promote now,YES,304.0,2025-10-24,health-supplement,SUPPLEMENT,7,,74.13,23.23,10.4,8.0,8.0,10.0,13.0,1.5
703,Promote Revanail Now!,Revanail,HIGH,Deliverable,KoalaAdvertising,161.45,percent,65.0,UNKNOWN,104.94,UNKNOWN,UNKNOWN,Promote now,YES,265.0,2025-12-02,health-supplement,SUPPLEMENT,8,,74.13,23.23,10.4,8.0,8.0,10.0,13.0,1.5
797,Promote Genesis Revival Now!,Genesis Revival,HIGH,Supplements - health,zenmavibe,161.45,percent,65.0,UNKNOWN,104.94,UNKNOWN,UNKNOWN,Promote now,YES,285.0,2025-11-12,health-supplement,SUPPLEMENT,8,,74.13,23.23,10.4,8.0,8.0,10.0,13.0,1.5
1381,Promote CelluFend Now!,CelluFend,HIGH,Supplements - health,KoalaAdvertising,161.45,percent,65.0,UNKNOWN,104.94,UNKNOWN,UNKNOWN,Copy promo link,YES,298.0,2025-10-30,health-supplement,SUPPLEMENT,14,,74.13,23.23,10.4,8.0,8.0,10.0,13.0,1.5
370,JointEternal,JointEternal,HIGH,Supplements - health,naturalcell,69.02,percent,75.0,UNKNOWN,51.77,UNKNOWN,UNKNOWN,Promote now,YES,1126.0,2023-07-25,health-supplement,SUPPLEMENT,4,,73.76,19.76,12.0,8.0,8.0,10.0,13.0,3.0
869,Make Huge Profits with Gluco Guard!,Make Huge Profits with Gluco Guard,MEDIUM,Supplements - health,nutrateam,69.02,percent,75.0,UNKNOWN,51.77,UNKNOWN,UNKNOWN,Promote now,YES,700.0,2024-09-23,health-supplement,SUPPLEMENT,9,,73.76,19.76,12.0,8.0,8.0,10.0,13.0,3.0
378,The Ultimate Energizer - Insane EPCs and Conversions !,The Ultimate Energizer,HIGH,E-books,tuenergizer,57.33,percent,90.0,UNKNOWN,51.59,UNKNOWN,UNKNOWN,Promote now,YES,1535.0,2022-06-11,other,NONE,4,,73.74,19.74,12.0,8.0,8.0,10.0,13.0,3.0
11,Prime Perform Supplement EN,Prime Perform Supplement EN,HIGH,Supplements - health,thankyouchoice,212.5,percent,30.0,UNKNOWN,115.81,3.0,8.56,Promote now,YES,431.0,2025-06-19,health-supplement,SUPPLEMENT,1,,73.74,23.72,4.8,3.33,15.88,10.0,13.0,3.0
1364,Earn 70% Commissions Promote Moringa - Best Selling Product,Best Selling Product,MEDIUM,Supplements - health,eznaturals,159.0,percent,70.0,UNKNOWN,111.3,UNKNOWN,UNKNOWN,Promote now,YES,6.0,2026-08-18,health-supplement,SUPPLEMENT|MAKE_MONEY,14,,73.72,23.52,11.2,8.0,8.0,10.0,13.0,0.0
1378,300.000 Laser Cut Files,300.000 Laser Cut Files,HIGH,Downloads,hamdi4321,292.46,flat,UNKNOWN,125.0,146.24,UNKNOWN,UNKNOWN,Promote now,YES,710.0,2024-09-13,other,NONE,14,COMMISSION_FLAT,73.71,24.87,6.84,8.0,8.0,10.0,13.0,3.0
136,Clearing Academy,Clearing Academy,HIGH,Member area and video courses,Statbrook,54.82,percent,85.0,UNKNOWN,29.72,5.0,6.94,Promote now,YES,649.0,2024-11-13,education-courses,NONE,2,,73.7,17.07,12.0,5.56,17.08,10.0,9.0,3.0
88,Lost Frontier Handbook,Lost Frontier Handbook,HIGH,Book (printed),frontbook,49.71,percent,75.0,UNKNOWN,25.59,3.0,1.5,Promote now,YES,1966.0,2021-04-06,other,MIRACLE_CLAIM,1,,73.68,16.35,12.0,3.33,20.0,10.0,9.0,3.0
55,HGH Activator,HGH Activator,HIGH,Supplements - health,NaturecastProducts,178.97,percent,50.0,UNKNOWN,38.09,6.0,4.79,Promote now,YES,1125.0,2023-07-26,health-supplement,SUPPLEMENT,1,,73.61,18.27,8.0,6.67,18.67,10.0,9.0,3.0
578,Backlink Bundle 2.0 – High-Converting SEO Offer,Backlink Bundle 2.0,MEDIUM,Remote service provided electronically,praneet_brar,1051.74,percent,50.0,UNKNOWN,525.87,UNKNOWN,UNKNOWN,Promote now,YES,159.0,2026-03-18,other,NONE,6,,73.5,25.0,8.0,8.0,8.0,10.0,13.0,1.5
774,Easy DIY Power Plan,Easy DIY Power Plan,HIGH,E-books,EasyPowerPlan,49.0,percent,85.0,UNKNOWN,48.73,UNKNOWN,UNKNOWN,Promote now,YES,899.0,2024-03-08,home-diy,NONE,8,PRICE_APPROX,73.47,19.47,12.0,8.0,8.0,10.0,13.0,3.0
298,Navigating Paleo Diet,Navigating Paleo Diet,HIGH,E-books,APVEnt,42.32,percent,70.0,UNKNOWN,22.94,UNKNOWN,7.84,Promote now,YES,1323.0,2023-01-09,weight-loss,NONE,3,PCT_INFERRED,73.44,15.82,11.2,8.0,16.41,10.0,9.0,3.0
155,21st Century Survival Kit - MAGA 1.0,21st Century Survival Kit,HIGH,Member area and video courses,Survival777,797.0,percent,40.0,UNKNOWN,467.96,UNKNOWN,UNKNOWN,Promote now,YES,526.0,2025-03-16,survival-preparedness,SURVIVAL_FEAR,2,PRICE_APPROX,73.4,25.0,6.4,8.0,8.0,10.0,13.0,3.0
765,Fast Brain Booster,Fast Brain Booster,HIGH,Supplements - health,pegrom,80.72,percent,70.0,UNKNOWN,56.51,UNKNOWN,UNKNOWN,Promote now,YES,1232.0,2023-04-10,health-supplement,SUPPLEMENT|MEDICAL,8,,73.39,20.19,11.2,8.0,8.0,10.0,13.0,3.0
376,10-Video Course PLR + MRR Bundle - Start Making Money NOW!,Start Making Money,HIGH,Downloads,HeikoBoos,215.96,percent,50.0,UNKNOWN,107.98,UNKNOWN,UNKNOWN,Promote now,YES,670.0,2024-10-23,education-courses,NONE,4,,73.38,23.38,8.0,8.0,8.0,10.0,13.0,3.0
707,AP Environmental Science – Complete Course Full Year Slides,Complete Course Full Year Slides,HIGH,Downloads,hamdi4321,292.46,percent,50.0,UNKNOWN,146.24,UNKNOWN,UNKNOWN,Promote now,YES,224.0,2026-01-12,education-courses,NONE,8,,73.37,24.87,8.0,8.0,8.0,10.0,13.0,1.5
605,"Slin Glucose Disposal - ""Carbs into Muscle""",Slin Glucose Disposal,HIGH,Supplements - health,enhancedlabs,129.48,percent,60.0,UNKNOWN,77.69,UNKNOWN,UNKNOWN,Promote now,YES,1116.0,2023-08-04,health-supplement,SUPPLEMENT,7,,73.35,21.75,9.6,8.0,8.0,10.0,13.0,3.0
887,Métabo-Cycle 45 — Carb Rotation Method for Women 45+,Métabo-Cycle 45,HIGH,Downloads,Harmoniabybeatrix,197.0,percent,70.0,UNKNOWN,102.9,UNKNOWN,UNKNOWN,Promote now,YES,101.0,2026-05-15,other,NONE,9,,73.34,23.14,11.2,8.0,8.0,10.0,13.0,0.0
380,CreativeWave – Built to CRUSH Internationally!,Built to CRUSH Internationally,HIGH,Downloads,primarytour,57.33,percent,80.0,UNKNOWN,45.86,UNKNOWN,UNKNOWN,Promote now,YES,557.0,2025-02-13,other,NONE,4,,73.17,19.17,12.0,8.0,8.0,10.0,13.0,3.0
794,Engaged parents raise thriving students!,Engaged parents raise thriving students,HIGH,Member area and video courses,+,204.73,percent,50.0,UNKNOWN,102.37,UNKNOWN,UNKNOWN,Promote now,YES,977.0,2023-12-21,education-courses,NONE,8,,73.11,23.11,8.0,8.0,8.0,10.0,13.0,3.0
1021,Nail Refresh,Nail Refresh,HIGH,Deliverable,premvitality,138.0,percent,70.0,UNKNOWN,96.6,UNKNOWN,UNKNOWN,Promote now,YES,39.0,2026-07-16,health-supplement,SUPPLEMENT,11,,73.03,22.83,11.2,8.0,8.0,10.0,13.0,0.0
379,AppaNail,AppaNail,HIGH,Supplements - health,appanail,92.42,percent,65.0,UNKNOWN,60.07,UNKNOWN,UNKNOWN,Promote now,YES,587.0,2025-01-14,health-supplement,SUPPLEMENT,4,,72.89,20.49,10.4,8.0,8.0,10.0,13.0,3.0
796,VigoSurge - Your Next Top ED Offer,VigoSurge,HIGH,Supplements - health,vigosurge,92.42,percent,65.0,UNKNOWN,60.07,UNKNOWN,UNKNOWN,Promote now,YES,705.0,2024-09-18,health-supplement,SUPPLEMENT,8,,72.89,20.49,10.4,8.0,8.0,10.0,13.0,3.0
324,Weight Loss 2.0,Weight Loss 2.0,HIGH,Member area and video courses,DS123456789,57.33,percent,75.0,UNKNOWN,42.99,UNKNOWN,UNKNOWN,Promote now,YES,377.0,2025-08-12,weight-loss,MEDICAL,4,,72.85,18.85,12.0,8.0,8.0,10.0,13.0,3.0
803,Ultimate OFF-GRID Generator - Top Performer for 2023,Ultimate OFF-GRID Generator,HIGH,E-books,infiniteensys,57.33,percent,75.0,UNKNOWN,42.99,UNKNOWN,UNKNOWN,Promote now,YES,1245.0,2023-03-28,survival-preparedness,SURVIVAL_FEAR,9,,72.85,18.85,12.0,8.0,8.0,10.0,13.0,3.0
100,Solución renal,Solución renal,HIGH,E-books,Kidneycoach,54.99,percent,75.0,UNKNOWN,41.24,UNKNOWN,UNKNOWN,Promote now,YES,1225.0,2023-04-17,other,NONE,1,,72.65,18.65,12.0,8.0,8.0,10.0,13.0,3.0
643,Get Paid As Live Chat Assistant,Get Paid As Live Chat Assistant,MEDIUM,Member area and video courses,socialpaid,54.99,percent,75.0,UNKNOWN,41.24,UNKNOWN,UNKNOWN,Promote now,YES,1732.0,2021-11-26,education-courses,MAKE_MONEY,7,,72.65,18.65,12.0,8.0,8.0,10.0,13.0,3.0
830,T20,T20,HIGH,Supplements - health,jaylabpro,67.8,percent,70.0,UNKNOWN,47.46,UNKNOWN,UNKNOWN,Promote now,YES,943.0,2024-01-24,health-supplement,SUPPLEMENT,9,,72.54,19.34,11.2,8.0,8.0,10.0,13.0,3.0
935,Earn 65% Commission Promoting WeGoSlim - Weight Loss,Weight Loss,HIGH,Supplements - for slimming,nexmmedia5a4e,158.0,percent,65.0,UNKNOWN,102.7,UNKNOWN,UNKNOWN,Promote now,YES,84.0,2026-06-01,weight-loss,MEDICAL|MAKE_MONEY,10,,72.53,23.13,10.4,8.0,8.0,10.0,13.0,0.0
861,7 Figure Mastery,7 Figure Mastery,HIGH,E-books,masterycourses,0.0,percent,50.0,UNKNOWN,87.71,UNKNOWN,UNKNOWN,Promote now,YES,2018.0,2021-02-13,other,NONE,9,,72.35,22.35,8.0,8.0,8.0,10.0,13.0,3.0
611,Blood Pressure 911,Blood Pressure 911,HIGH,Supplements - health,Phytage,81.83,percent,65.0,UNKNOWN,53.2,UNKNOWN,UNKNOWN,Promote now,YES,2064.0,2020-12-29,health-supplement,SUPPLEMENT,7,,72.29,19.89,10.4,8.0,8.0,10.0,13.0,3.0
288,The Power of the Ancestors - Online Course,The Power of the Ancestors,HIGH,Member area and video courses,phoenix555,297.0,percent,33.0,UNKNOWN,385.4,UNKNOWN,UNKNOWN,Promote now,YES,1816.0,2021-09-03,education-courses,NONE,3,,72.28,25.0,5.28,8.0,8.0,10.0,13.0,3.0
596,Back to the Origin - Online Course,Back to the Origin,HIGH,Downloads,phoenix555,397.0,percent,33.0,UNKNOWN,185.31,UNKNOWN,UNKNOWN,Promote now,YES,2509.0,2019-10-11,education-courses,NONE,6,,72.28,25.0,5.28,8.0,8.0,10.0,13.0,3.0
584,Promote the Quantum Brainwave Protocol Now!,the Quantum Brainwave Protocol,HIGH,Audio book (download),heric0051,69.02,percent,75.0,UNKNOWN,51.77,UNKNOWN,UNKNOWN,Promote now,YES,145.0,2026-04-01,mental-wellbeing,NONE,6,,72.26,19.76,12.0,8.0,8.0,10.0,13.0,1.5
763,Smartphone Filmmaking Pro - Membership,Smartphone Filmmaking Pro,HIGH,Member area and video courses,SFP-Media1121,171.98,percent,50.0,UNKNOWN,85.99,UNKNOWN,UNKNOWN,Promote now,YES,1473.0,2022-08-12,education-courses,NONE,8,,72.25,22.25,8.0,8.0,8.0,10.0,13.0,3.0
369,Primordial Vigor X,Primordial Vigor X,HIGH,Supplements - health,KoalaAdvertising,80.72,percent,65.0,UNKNOWN,52.47,UNKNOWN,UNKNOWN,Promote now,YES,507.0,2025-04-04,health-supplement,SUPPLEMENT,4,,72.23,19.83,10.4,8.0,8.0,10.0,13.0,3.0
377,Promote MounjaBoost Now!,MounjaBoost,HIGH,Supplements - for slimming,MaxiOffer,80.72,percent,65.0,UNKNOWN,52.47,UNKNOWN,UNKNOWN,Promote now,YES,476.0,2025-05-05,weight-loss,NONE,4,,72.23,19.83,10.4,8.0,8.0,10.0,13.0,3.0
619,Promote Prostabliss Now!,Prostabliss,HIGH,Supplements - health,MaxiOffer,80.72,percent,65.0,UNKNOWN,52.47,UNKNOWN,UNKNOWN,Promote now,YES,573.0,2025-01-28,health-supplement,SUPPLEMENT,7,,72.23,19.83,10.4,8.0,8.0,10.0,13.0,3.0
788,Gluco Ally,Gluco Ally,HIGH,Supplements - health,Asperdigital,80.72,percent,65.0,UNKNOWN,52.47,UNKNOWN,UNKNOWN,Promote now,YES,672.0,2024-10-21,health-supplement,SUPPLEMENT,8,,72.23,19.83,10.4,8.0,8.0,10.0,13.0,3.0
842,Promote MannaFlux Now!,MannaFlux,HIGH,Supplements - health,zenmavibe,80.72,percent,65.0,UNKNOWN,52.47,UNKNOWN,UNKNOWN,Promote now,YES,670.0,2024-10-23,health-supplement,SUPPLEMENT,9,,72.23,19.83,10.4,8.0,8.0,10.0,13.0,3.0
89,The Doctor's Book Of Survival Home Remedies,The Doctor's Book Of Survival Home Remedies,MEDIUM,Book (printed),docsrem,42.41,percent,75.0,UNKNOWN,21.03,3.0,3.74,Promote now,YES,1391.0,2022-11-02,survival-preparedness,MEDICAL|SURVIVAL_FEAR,1,,72.19,15.41,12.0,3.33,19.45,10.0,9.0,3.0
